datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
40608.04167,1,0,0,2,17.22,21.21,77,19.0012,12,27,39
40608.08333,1,0,0,2,16.4,20.455,82,19.0012,5,27,32
40608.125,1,0,0,2,17.22,21.21,82,19.9995,2,9,11
40608.16667,1,0,0,2,17.22,21.21,88,23.9994,0,3,3
40608.25,1,0,0,2,17.22,21.21,94,23.9994,1,1,2
40608.29167,1,0,0,3,17.22,21.21,100,30.0026,0,5,5
40608.33333,1,0,0,2,16.4,20.455,100,19.9995,1,8,9
40608.375,1,0,0,2,17.22,21.21,100,19.0012,4,18,22
40608.41667,1,0,0,2,17.22,21.21,100,19.9995,4,27,31
40608.45833,1,0,0,2,17.22,21.21,100,15.0013,18,44,62
40608.5,1,0,0,2,18.86,22.725,94,22.0028,10,69,79
40608.54167,1,0,0,2,18.86,22.725,94,23.9994,22,83,105
40608.58333,1,0,0,3,18.04,21.97,100,15.0013,12,27,39
40608.625,1,0,0,3,18.04,21.97,100,15.0013,3,4,7
40608.66667,1,0,0,3,14.76,16.665,100,19.0012,3,8,11
40608.70833,1,0,0,3,13.94,15.15,100,19.9995,2,23,25
40608.75,1,0,0,3,13.12,14.395,100,23.9994,0,23,23
40608.79167,1,0,0,3,12.3,12.88,100,32.9975,0,11,11
40608.83333,1,0,0,3,11.48,12.12,100,27.9993,3,8,11
40608.875,1,0,0,3,9.84,9.09,93,40.9973,1,6,7
40608.91667,1,0,0,2,9.02,9.85,100,26.0027,0,10,10
40608.95833,1,0,0,2,9.02,9.85,100,27.9993,0,9,9
40609,1,0,1,3,8.2,9.09,100,22.0028,0,4,4
40609.04167,1,0,1,3,8.2,9.09,100,22.0028,0,2,2
40609.125,1,0,1,1,8.2,7.575,80,39.0007,0,1,1
40609.16667,1,0,1,1,8.2,7.575,80,35.0008,1,0,1
40609.20833,1,0,1,1,8.2,9.09,75,23.9994,0,1,1
40609.25,1,0,1,1,8.2,9.09,75,26.0027,3,31,34
40609.29167,1,0,1,1,8.2,8.335,75,27.9993,3,88,91
40609.33333,1,0,1,1,8.2,9.09,75,26.0027,11,200,211
40609.375,1,0,1,1,9.02,9.09,64,31.0009,5,129,134
40609.41667,1,0,1,1,9.84,10.605,60,19.9995,15,43,58
40609.45833,1,0,1,1,10.66,10.605,48,30.0026,19,41,60
40609.5,1,0,1,1,12.3,13.635,42,27.9993,28,68,96
40609.54167,1,0,1,1,13.12,14.395,36,26.0027,16,54,70
40609.58333,1,0,1,1,13.12,14.395,36,27.9993,21,56,77
40609.625,1,0,1,1,13.94,15.15,31,26.0027,32,64,96
40609.66667,1,0,1,1,13.94,15.15,31,23.9994,26,96,122
40609.70833,1,0,1,1,13.94,15.15,29,23.9994,27,206,233
40609.75,1,0,1,1,13.12,15.15,31,15.0013,19,214,233
40609.79167,1,0,1,1,12.3,14.395,33,15.0013,11,134,145
40609.83333,1,0,1,1,12.3,15.15,33,11.0014,5,87,92
40609.875,1,0,1,1,11.48,13.635,38,15.0013,1,53,54
40609.91667,1,0,1,1,10.66,12.88,48,11.0014,1,34,35
40609.95833,1,0,1,1,11.48,15.91,48,0,0,22,22
40610,1,0,1,1,10.66,14.395,48,6.0032,1,9,10
40610.04167,1,0,1,1,9.84,12.12,52,8.9981,0,4,4
40610.08333,1,0,1,1,9.84,12.12,52,8.9981,1,0,1
40610.125,1,0,1,1,9.84,12.88,52,6.0032,5,2,7
40610.16667,1,0,1,1,9.02,13.635,64,0,0,2,2
40610.20833,1,0,1,1,8.2,11.365,69,7.0015,2,8,10
40610.25,1,0,1,1,8.2,12.88,59,0,3,42,45
40610.29167,1,0,1,1,7.38,9.85,64,8.9981,9,119,128
40610.33333,1,0,1,1,9.02,11.365,55,12.998,10,247,257
40610.375,1,0,1,1,10.66,12.88,41,11.0014,11,140,151
40610.41667,1,0,1,2,12.3,14.395,33,12.998,25,46,71
40610.45833,1,0,1,2,14.76,17.425,25,11.0014,26,52,78
40610.5,1,0,1,2,14.76,18.94,23,0,29,70,99
40610.54167,1,0,1,2,15.58,19.695,25,7.0015,25,73,98
40610.58333,1,0,1,2,15.58,19.695,20,0,16,56,72
40610.625,1,0,1,2,14.76,18.94,18,0,35,77,112
40610.66667,1,0,1,1,15.58,19.695,27,11.0014,26,82,108
40610.70833,1,0,1,1,14.76,17.425,27,15.0013,39,209,248
40610.75,1,0,1,1,13.94,16.665,27,12.998,21,214,235
40610.79167,1,0,1,1,13.94,17.425,31,7.0015,9,141,150
40610.83333,1,0,1,1,13.12,16.665,39,6.0032,2,74,76
40610.875,1,0,1,1,12.3,14.395,49,12.998,7,68,75
40610.91667,1,0,1,1,12.3,14.395,49,15.0013,11,44,55
40610.95833,1,0,1,1,11.48,13.635,61,12.998,3,38,41
40611,1,0,1,1,10.66,14.395,65,6.0032,0,9,9
40611.04167,1,0,1,1,10.66,13.635,52,8.9981,0,4,4
40611.08333,1,0,1,1,10.66,13.635,52,8.9981,1,1,2
40611.125,1,0,1,1,9.84,12.88,70,6.0032,1,2,3
40611.16667,1,0,1,1,9.84,12.88,75,7.0015,0,2,2
40611.20833,1,0,1,2,9.84,12.12,81,8.9981,1,7,8
40611.25,1,0,1,2,9.84,12.88,85,7.0015,5,44,49
40611.29167,1,0,1,2,9.84,12.12,87,11.0014,18,123,141
40611.33333,1,0,1,2,9.84,12.12,87,8.9981,11,238,249
40611.375,1,0,1,2,10.66,12.12,87,16.9979,5,136,141
40611.41667,1,0,1,2,12.3,14.395,75,16.9979,8,49,57
40611.45833,1,0,1,2,13.12,14.395,76,26.0027,15,44,59
40611.5,1,0,1,2,13.12,15.15,76,16.9979,14,84,98
40611.54167,1,0,1,2,13.12,14.395,76,23.9994,17,82,99
40611.58333,1,0,1,2,13.94,15.15,76,19.9995,10,61,71
40611.625,1,0,1,2,14.76,16.665,71,19.9995,15,64,79
40611.66667,1,0,1,2,13.94,15.15,76,22.0028,10,102,112
40611.70833,1,0,1,2,13.94,15.15,76,19.9995,18,176,194
40611.75,1,0,1,2,13.94,15.91,76,16.9979,12,176,188
40611.79167,1,0,1,2,13.94,15.15,76,22.0028,11,123,134
40611.83333,1,0,1,2,13.12,15.91,87,12.998,4,87,91
40611.875,1,0,1,2,13.12,15.15,93,22.0028,10,52,62
40611.91667,1,0,1,3,13.12,15.91,93,11.0014,4,17,21
40611.95833,1,0,1,3,13.94,16.665,93,12.998,1,17,18
40612,1,0,1,3,13.94,15.91,0,16.9979,3,0,3
40612.04167,1,0,1,3,13.94,15.91,0,16.9979,0,2,2
40612.08333,1,0,1,3,13.94,15.91,0,16.9979,0,1,1
40612.20833,1,0,1,3,14.76,17.425,0,12.998,1,2,3
40612.25,1,0,1,3,14.76,16.665,0,22.0028,0,12,12
40612.29167,1,0,1,3,15.58,19.695,0,15.0013,1,36,37
40612.33333,1,0,1,3,15.58,19.695,0,19.0012,1,43,44
40612.375,1,0,1,3,16.4,20.455,0,15.0013,1,23,24
40612.41667,1,0,1,3,16.4,20.455,0,11.0014,0,17,17
40612.45833,1,0,1,3,16.4,20.455,0,16.9979,6,5,11
40612.5,1,0,1,3,17.22,21.21,0,15.0013,4,30,34
40612.54167,1,0,1,3,17.22,21.21,0,15.0013,1,11,12
40612.58333,1,0,1,3,18.04,21.97,0,19.9995,0,12,12
40612.625,1,0,1,3,18.04,21.97,0,15.0013,3,11,14
40612.66667,1,0,1,3,17.22,21.21,0,16.9979,1,20,21
40612.70833,1,0,1,2,18.04,21.97,0,26.0027,2,109,111
40612.75,1,0,1,3,18.04,21.97,0,23.9994,2,80,82
40612.79167,1,0,1,3,18.04,21.97,0,39.0007,5,51,56
40612.83333,1,0,1,3,14.76,16.665,0,22.0028,9,29,38
40612.875,1,0,1,3,14.76,17.425,0,15.0013,1,27,28
40612.91667,1,0,1,2,13.94,16.665,0,8.9981,4,30,34
40612.95833,1,0,1,3,13.94,17.425,0,6.0032,1,26,27
40613,1,0,1,2,13.94,17.425,100,6.0032,0,6,6
40613.04167,1,0,1,3,13.94,17.425,100,7.0015,0,8,8
40613.08333,1,0,1,3,13.94,17.425,100,7.0015,2,3,5
40613.125,1,0,1,2,13.12,16.665,93,6.0032,0,2,2
40613.20833,1,0,1,1,12.3,14.395,81,15.0013,1,6,7
40613.25,1,0,1,1,10.66,12.12,81,19.0012,1,31,32
40613.29167,1,0,1,1,10.66,12.88,70,12.998,10,104,114
40613.33333,1,0,1,1,11.48,13.635,70,16.9979,15,244,259
40613.375,1,0,1,2,12.3,14.395,61,19.0012,13,143,156
40613.41667,1,0,1,2,13.12,15.15,57,19.9995,18,60,78
40613.45833,1,0,1,2,13.12,15.15,57,19.9995,14,67,81
40613.5,1,0,1,2,13.94,15.91,53,16.9979,15,96,111
40613.54167,1,0,1,1,14.76,16.665,53,16.9979,15,92,107
40613.58333,1,0,1,2,14.76,16.665,50,23.9994,25,64,89
40613.625,1,0,1,2,13.94,15.91,53,16.9979,21,64,85
40613.66667,1,0,1,2,13.94,15.15,49,19.9995,18,95,113
40613.70833,1,0,1,1,13.94,15.91,49,15.0013,23,200,223
40613.75,1,0,1,1,13.12,15.15,49,22.0028,19,134,153
40613.79167,1,0,1,1,12.3,13.635,56,22.0028,7,111,118
40613.83333,1,0,1,1,12.3,15.15,56,11.0014,6,70,76
40613.875,1,0,1,2,12.3,14.395,52,16.9979,10,43,53
40613.91667,1,0,1,1,12.3,15.15,52,11.0014,11,53,64
40613.95833,1,0,1,1,12.3,14.395,52,16.9979,3,34,37
40614,1,0,0,1,10.66,13.635,60,8.9981,4,30,34
40614.04167,1,0,0,1,9.84,11.365,65,12.998,3,15,18
40614.08333,1,0,0,1,9.84,11.365,65,12.998,0,14,14
40614.125,1,0,0,1,9.84,11.365,65,16.9979,1,6,7
40614.16667,1,0,0,1,9.84,11.365,65,16.9979,0,1,1
40614.20833,1,0,0,1,9.02,11.365,69,12.998,0,2,2
40614.25,1,0,0,1,9.02,10.605,75,16.9979,2,2,4
40614.29167,1,0,0,1,9.84,11.365,70,12.998,4,19,23
40614.33333,1,0,0,1,10.66,12.88,65,11.0014,9,44,53
40614.375,1,0,0,1,11.48,14.395,65,7.0015,25,76,101
40614.41667,1,0,0,1,13.12,15.15,66,15.0013,21,78,99
40614.45833,1,0,0,1,13.94,15.15,49,22.0028,36,83,119
40614.5,1,0,0,1,13.94,15.91,53,19.0012,51,107,158
40614.54167,1,0,0,1,14.76,16.665,51,23.9994,62,95,157
40614.58333,1,0,0,1,16.4,20.455,50,30.0026,70,96,166
40614.625,1,0,0,1,17.22,21.21,44,32.9975,81,101,182
40614.66667,1,0,0,1,18.86,22.725,41,30.0026,100,144,244
40614.70833,1,0,0,1,18.86,22.725,44,22.0028,99,114,213
40614.75,1,0,0,1,17.22,21.21,54,11.0014,54,91,145
40614.79167,1,0,0,1,17.22,21.21,54,6.0032,26,86,112
40614.83333,1,0,0,1,16.4,20.455,58,7.0015,22,64,86
40614.875,1,0,0,1,15.58,19.695,62,0,36,46,82
40614.91667,1,0,0,1,14.76,18.94,71,0,7,56,63
40614.95833,1,0,0,1,15.58,19.695,66,6.0032,11,38,49
40615,1,0,0,1,15.58,19.695,62,7.0015,3,35,38
40615.04167,1,0,0,1,14.76,17.425,66,8.9981,10,23,33
40615.125,1,0,0,1,13.94,16.665,76,8.9981,6,17,23
40615.16667,1,0,0,1,13.94,16.665,66,11.0014,4,9,13
40615.20833,1,0,0,1,14.76,17.425,62,8.9981,0,3,3
40615.25,1,0,0,1,13.94,18.18,66,0,0,2,2
40615.29167,1,0,0,1,14.76,17.425,62,12.998,2,8,10
40615.33333,1,0,0,1,16.4,20.455,50,19.9995,11,23,34
40615.375,1,0,0,1,16.4,20.455,50,27.9993,8,36,44
40615.41667,1,0,0,1,17.22,21.21,47,16.9979,36,86,122
40615.45833,1,0,0,1,18.04,21.97,41,27.9993,88,93,181
40615.5,1,0,0,1,18.86,22.725,38,26.0027,74,120,194
40615.54167,1,0,0,1,18.86,22.725,38,26.0027,97,124,221
40615.58333,1,0,0,1,18.86,22.725,41,19.9995,144,106,250
40615.625,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
40615.66667,1,0,0,1,18.86,22.725,41,26.0027,124,132,256
40615.70833,1,0,0,1,18.04,21.97,41,23.9994,98,143,241
40615.75,1,0,0,1,16.4,20.455,43,23.9994,55,92,147
40615.79167,1,0,0,1,14.76,16.665,50,23.9994,28,73,101
40615.83333,1,0,0,1,13.12,15.15,57,19.9995,23,54,77
40615.875,1,0,0,1,12.3,14.395,56,16.9979,9,49,58
40615.91667,1,0,0,1,12.3,13.635,56,22.0028,8,29,37
40615.95833,1,0,0,1,10.66,12.88,65,15.0013,5,23,28
40616,1,0,1,1,10.66,13.635,65,7.0015,4,7,11
40616.04167,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
40616.08333,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
40616.125,1,0,1,1,10.66,13.635,65,8.9981,0,3,3
40616.20833,1,0,1,1,9.84,12.12,70,8.9981,0,8,8
40616.25,1,0,1,1,10.66,13.635,65,8.9981,1,27,28
40616.29167,1,0,1,2,11.48,15.91,61,0,4,84,88
40616.33333,1,0,1,2,12.3,15.15,56,8.9981,24,217,241
40616.375,1,0,1,1,13.12,15.15,53,22.0028,13,127,140
40616.41667,1,0,1,1,13.94,15.91,42,16.9979,27,57,84
40616.45833,1,0,1,1,14.76,16.665,40,16.9979,26,45,71
40616.5,1,0,1,1,15.58,19.695,37,0,40,54,94
40616.54167,1,0,1,1,15.58,19.695,36,22.0028,24,51,75
40616.58333,1,0,1,2,15.58,19.695,34,0,27,52,79
40616.625,1,0,1,1,15.58,19.695,37,11.0014,24,77,101
40616.66667,1,0,1,1,16.4,20.455,35,7.0015,27,80,107
40616.70833,1,0,1,1,15.58,19.695,40,12.998,42,229,271
40616.75,1,0,1,1,14.76,18.18,40,7.0015,25,210,235
40616.79167,1,0,1,1,14.76,17.425,43,8.9981,17,133,150
40616.83333,1,0,1,1,13.94,15.91,46,15.0013,23,106,129
40616.875,1,0,1,1,13.94,16.665,46,8.9981,5,58,63
40616.91667,1,0,1,1,13.12,16.665,49,7.0015,4,43,47
40616.95833,1,0,1,1,13.12,17.425,53,0,2,17,19
40617,1,0,1,1,13.12,17.425,53,0,7,7,14
40617.04167,1,0,1,1,12.3,15.15,62,6.0032,4,6,10
40617.08333,1,0,1,1,12.3,15.15,62,6.0032,1,2,3
40617.16667,1,0,1,1,9.84,12.88,75,6.0032,1,1,2
40617.20833,1,0,1,1,9.84,11.365,75,12.998,0,11,11
40617.25,1,0,1,1,9.02,11.365,80,12.998,3,32,35
40617.29167,1,0,1,1,9.84,12.12,75,11.0014,10,109,119
40617.33333,1,0,1,1,10.66,14.395,70,6.0032,23,259,282
40617.375,1,0,1,2,12.3,16.665,70,0,10,147,157
40617.41667,1,0,1,2,13.12,15.91,66,12.998,22,56,78
40617.45833,1,0,1,2,13.94,15.91,57,15.0013,27,51,78
40617.5,1,0,1,2,14.76,17.425,50,15.0013,32,70,102
40617.54167,1,0,1,2,14.76,16.665,57,19.0012,23,74,97
40617.58333,1,0,1,2,15.58,19.695,46,19.9995,14,74,88
40617.625,1,0,1,2,15.58,19.695,43,19.0012,24,66,90
40617.66667,1,0,1,2,15.58,19.695,46,22.0028,21,93,114
40617.70833,1,0,1,2,14.76,17.425,62,12.998,22,195,217
40617.75,1,0,1,2,14.76,16.665,62,19.9995,18,207,225
40617.79167,1,0,1,2,13.94,15.91,71,19.0012,14,138,152
40617.83333,1,0,1,2,13.94,15.91,71,19.0012,9,79,88
40617.875,1,0,1,3,13.12,16.665,81,7.0015,2,53,55
40617.91667,1,0,1,2,13.12,15.91,87,11.0014,1,20,21
40617.95833,1,0,1,2,13.12,15.91,87,11.0014,1,17,18
40618,1,0,1,3,12.3,14.395,93,16.9979,0,8,8
40618.04167,1,0,1,3,12.3,13.635,100,19.9995,1,2,3
40618.125,1,0,1,2,11.48,13.635,100,15.0013,1,2,3
40618.16667,1,0,1,2,12.3,15.15,93,11.0014,0,1,1
40618.20833,1,0,1,2,12.3,15.91,93,7.0015,0,3,3
40618.25,1,0,1,2,12.3,15.91,93,7.0015,1,30,31
40618.29167,1,0,1,2,12.3,14.395,93,12.998,10,101,111
40618.33333,1,0,1,2,13.12,15.91,93,0,26,227,253
40618.375,1,0,1,2,13.12,16.665,93,8.9981,10,144,154
40618.41667,1,0,1,2,14.76,17.425,81,11.0014,19,49,68
40618.45833,1,0,1,2,14.76,17.425,81,8.9981,13,62,75
40618.5,1,0,1,2,16.4,20.455,71,7.0015,23,65,88
40618.54167,1,0,1,2,16.4,20.455,76,8.9981,18,81,99
40618.58333,1,0,1,2,16.4,20.455,76,15.0013,33,67,100
40618.625,1,0,1,2,16.4,20.455,76,16.9979,22,79,101
40618.66667,1,0,1,2,16.4,20.455,76,11.0014,30,121,151
40618.70833,1,0,1,2,18.04,21.97,54,19.9995,37,216,253
40618.75,1,0,1,2,18.04,21.97,54,15.0013,26,211,237
40618.79167,1,0,1,2,18.04,21.97,51,22.0028,18,150,168
40618.83333,1,0,1,2,17.22,21.21,54,19.9995,10,111,121
40618.875,1,0,1,2,17.22,21.21,58,19.0012,3,75,78
40618.91667,1,0,1,2,16.4,20.455,62,26.0027,11,48,59
40618.95833,1,0,1,1,16.4,20.455,65,12.998,9,18,27
40619,1,0,1,1,15.58,19.695,66,16.9979,4,19,23
40619.04167,1,0,1,1,14.76,17.425,71,15.0013,1,11,12
40619.08333,1,0,1,1,13.94,15.15,71,19.9995,3,5,8
40619.125,1,0,1,1,13.94,16.665,66,11.0014,1,1,2
40619.16667,1,0,1,1,13.94,16.665,71,12.998,0,3,3
40619.20833,1,0,1,1,13.12,16.665,76,7.0015,0,13,13
40619.25,1,0,1,1,13.12,15.91,76,12.998,4,47,51
40619.29167,1,0,1,1,13.12,16.665,76,8.9981,12,128,140
40619.33333,1,0,1,1,14.76,17.425,66,8.9981,17,282,299
40619.375,1,0,1,1,16.4,20.455,62,16.9979,23,162,185
40619.41667,1,0,1,1,18.04,21.97,54,22.0028,9,69,78
40619.45833,1,0,1,1,18.04,21.97,54,19.0012,20,66,86
40619.5,1,0,1,1,20.5,24.24,45,15.0013,24,81,105
40619.54167,1,0,1,2,21.32,25,42,6.0032,26,85,111
40619.58333,1,0,1,1,20.5,24.24,45,7.0015,32,87,119
40619.625,1,0,1,1,21.32,25,42,16.9979,30,95,125
40619.66667,1,0,1,1,20.5,24.24,48,19.0012,34,108,142
40619.70833,1,0,1,1,20.5,24.24,42,12.998,48,265,313
40619.75,1,0,1,2,18.86,22.725,59,11.0014,50,260,310
40619.79167,1,0,1,1,18.04,21.97,58,12.998,18,189,207
40619.83333,1,0,1,1,17.22,21.21,67,15.0013,25,112,137
40619.875,1,0,1,1,17.22,21.21,62,15.0013,19,119,138
40619.91667,1,0,1,1,16.4,20.455,66,15.0013,17,70,87
40619.95833,1,0,1,1,17.22,21.21,62,19.0012,7,43,50
40620,1,0,1,1,17.22,21.21,58,19.0012,5,24,29
40620.04167,1,0,1,1,16.4,20.455,62,16.9979,4,12,16
40620.08333,1,0,1,1,16.4,20.455,62,12.998,5,9,14
40620.125,1,0,1,1,14.76,17.425,71,12.998,1,4,5
40620.20833,1,0,1,1,15.58,19.695,66,11.0014,2,8,10
40620.25,1,0,1,1,16.4,20.455,66,12.998,1,35,36
40620.29167,1,0,1,1,16.4,20.455,66,12.998,11,112,123
40620.33333,1,0,1,1,17.22,21.21,67,16.9979,24,256,280
40620.375,1,0,1,1,18.86,22.725,63,15.0013,18,192,210
40620.41667,1,0,1,1,21.32,25,53,19.0012,43,74,117
40620.45833,1,0,1,1,22.14,25.76,52,19.0012,55,104,159
40620.5,1,0,1,2,22.96,26.515,49,23.9994,72,123,195
40620.54167,1,0,1,1,26.24,31.06,41,19.0012,57,118,175
40620.58333,1,0,1,1,27.06,31.06,39,16.9979,71,103,174
40620.625,1,0,1,2,27.88,31.82,39,23.9994,62,111,173
40620.66667,1,0,1,1,27.88,31.82,39,19.0012,67,137,204
40620.70833,1,0,1,1,28.7,31.82,37,22.0028,95,237,332
40620.75,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
40620.79167,1,0,1,1,27.06,31.06,44,8.9981,58,132,190
40620.83333,1,0,1,1,25.42,31.06,46,8.9981,46,103,149
40620.875,1,0,1,1,25.42,31.06,46,7.0015,22,91,113
40620.91667,1,0,1,1,25.42,31.06,50,11.0014,55,63,118
40620.95833,1,0,1,2,24.6,31.06,53,15.0013,26,60,86
40621,1,0,0,2,24.6,31.06,53,16.9979,26,50,76
40621.04167,1,0,0,2,23.78,27.275,46,23.9994,16,35,51
40621.08333,1,0,0,2,22.96,26.515,43,15.0013,5,20,25
40621.125,1,0,0,2,22.14,25.76,39,22.0028,1,7,8
40621.16667,1,0,0,1,21.32,25,34,27.9993,1,2,3
40621.20833,1,0,0,1,21.32,25,34,27.9993,0,2,2
40621.25,1,0,0,1,18.04,21.97,44,27.9993,0,10,10
40621.29167,1,0,0,1,16.4,20.455,50,22.0028,4,9,13
40621.33333,1,0,0,1,17.22,21.21,47,32.9975,11,37,48
40621.375,1,0,0,1,17.22,21.21,44,31.0009,35,41,76
40621.41667,1,0,0,1,18.04,21.97,38,27.9993,55,85,140
40621.45833,1,0,0,1,18.86,22.725,36,30.0026,90,106,196
40621.5,1,0,0,1,18.86,22.725,33,27.9993,126,141,267
40621.54167,1,0,0,1,20.5,24.24,34,31.0009,174,127,301
40621.58333,1,0,0,1,20.5,24.24,31,32.9975,168,144,312
40621.625,1,0,0,1,20.5,24.24,29,27.9993,170,143,313
40621.66667,1,0,0,1,20.5,24.24,31,26.0027,175,129,304
40621.70833,1,0,0,1,19.68,23.485,31,22.0028,138,140,278
40621.75,1,0,0,1,18.86,22.725,31,22.0028,92,125,217
40621.79167,1,0,0,1,18.04,21.97,33,19.0012,38,116,154
40621.83333,1,0,0,1,17.22,21.21,35,15.0013,39,69,108
40621.875,1,0,0,1,16.4,20.455,37,19.9995,20,73,93
40621.91667,1,0,0,1,16.4,20.455,37,22.0028,27,45,72
40621.95833,1,0,0,1,15.58,19.695,40,19.9995,13,37,50
40634,2,0,1,3,10.66,12.88,100,11.0014,0,6,6
40634.04167,2,0,1,3,10.66,12.88,100,11.0014,0,4,4
40634.08333,2,0,1,3,10.66,12.88,93,12.998,0,7,7
40634.125,2,0,1,2,9.84,11.365,93,16.9979,0,4,4
40634.16667,2,0,1,2,9.84,11.365,93,16.9979,0,3,3
40634.20833,2,0,1,3,9.84,11.365,93,15.0013,1,11,12
40634.25,2,0,1,3,9.84,11.365,93,15.0013,2,26,28
40634.29167,2,0,1,3,9.84,12.12,93,0,4,91,95
40634.33333,2,0,1,2,10.66,12.12,87,16.9979,8,198,206
40634.375,2,0,1,1,13.12,14.395,70,23.9994,11,162,173
40634.41667,2,0,1,1,13.12,15.15,66,19.0012,12,63,75
40634.45833,2,0,1,1,13.12,14.395,61,23.9994,17,72,89
40634.5,2,0,1,1,13.94,15.15,53,23.9994,15,80,95
40634.54167,2,0,1,1,14.76,16.665,50,23.9994,18,92,110
40634.58333,2,0,1,2,14.76,16.665,46,23.9994,26,61,87
40634.625,2,0,1,1,13.94,15.15,46,27.9993,30,81,111
40634.66667,2,0,1,1,13.94,15.15,46,27.9993,42,125,167
40634.70833,2,0,1,1,13.94,15.15,46,22.0028,36,245,281
40634.75,2,0,1,1,13.94,15.15,46,22.0028,36,205,241
40634.79167,2,0,1,1,13.94,15.15,49,22.0028,16,120,136
40634.83333,2,0,1,1,13.12,15.91,53,12.998,2,75,77
40634.875,2,0,1,1,13.12,16.665,53,8.9981,9,84,93
40634.91667,2,0,1,1,12.3,15.15,56,11.0014,10,64,74
40634.95833,2,0,1,1,12.3,15.91,61,6.0032,12,41,53
40635,2,0,0,2,12.3,16.665,61,0,3,29,32
40635.04167,2,0,0,1,10.66,13.635,65,8.9981,4,28,32
40635.08333,2,0,0,1,9.84,12.12,75,8.9981,1,20,21
40635.125,2,0,0,1,9.84,12.12,70,11.0014,1,8,9
40635.16667,2,0,0,1,9.84,12.12,70,11.0014,0,5,5
40635.20833,2,0,0,2,9.84,12.12,75,11.0014,1,4,5
40635.25,2,0,0,1,10.66,13.635,70,7.0015,5,7,12
40635.29167,2,0,0,2,10.66,13.635,70,7.0015,2,16,18
40635.33333,2,0,0,1,12.3,15.91,70,7.0015,10,45,55
40635.375,2,0,0,2,13.94,17.425,66,7.0015,22,65,87
40635.41667,2,0,0,2,14.76,17.425,57,11.0014,41,113,154
40635.45833,2,0,0,2,16.4,20.455,47,11.0014,72,126,198
40635.5,2,0,0,3,13.12,16.665,81,8.9981,84,100,184
40635.54167,2,0,0,1,13.94,16.665,81,8.9981,56,81,137
40635.58333,2,0,0,3,13.12,15.15,76,22.0028,97,93,190
40635.625,2,0,0,3,13.94,15.15,76,26.0027,72,64,136
40635.66667,2,0,0,1,15.58,19.695,62,22.0028,111,85,196
40635.70833,2,0,0,1,15.58,19.695,54,23.9994,89,95,184
40635.75,2,0,0,1,15.58,19.695,54,12.998,69,110,179
40635.79167,2,0,0,1,14.76,16.665,53,23.9994,71,77,148
40635.83333,2,0,0,1,13.94,15.91,53,19.0012,29,56,85
40635.875,2,0,0,1,13.12,15.15,61,16.9979,24,53,77
40635.91667,2,0,0,1,13.12,15.15,61,19.9995,14,41,55
40635.95833,2,0,0,1,13.12,15.91,61,11.0014,20,33,53
40636,2,0,0,1,12.3,14.395,65,12.998,8,31,39
40636.04167,2,0,0,1,12.3,15.91,61,7.0015,8,26,34
40636.08333,2,0,0,1,10.66,13.635,70,8.9981,5,19,24
40636.125,2,0,0,1,12.3,16.665,61,0,3,8,11
40636.16667,2,0,0,1,11.48,15.15,70,6.0032,3,0,3
40636.20833,2,0,0,1,11.48,13.635,65,15.0013,1,4,5
40636.25,2,0,0,1,11.48,13.635,65,12.998,10,23,33
40636.29167,2,0,0,1,13.12,15.15,57,15.0013,13,20,33
40636.33333,2,0,0,1,13.94,16.665,57,11.0014,18,44,62
40636.375,2,0,0,1,14.76,15.91,50,32.9975,68,74,142
40636.41667,2,0,0,1,16.4,20.455,43,27.9993,111,104,215
40636.45833,2,0,0,1,17.22,21.21,41,16.9979,139,104,243
40636.5,2,0,0,1,18.04,21.97,38,19.0012,166,147,313
40636.54167,2,0,0,1,18.04,21.97,33,19.9995,219,148,367
40636.58333,2,0,0,1,18.86,22.725,31,8.9981,240,109,349
40636.625,2,0,0,2,18.86,22.725,33,0,174,118,292
40636.66667,2,0,0,2,18.86,22.725,31,12.998,147,156,303
40636.70833,2,0,0,2,18.86,22.725,28,8.9981,148,126,274
40636.75,2,0,0,2,18.86,22.725,31,0,71,101,172
40636.79167,2,0,0,2,17.22,21.21,44,12.998,51,93,144
40636.83333,2,0,0,3,17.22,21.21,41,15.0013,24,55,79
40636.875,2,0,0,2,17.22,21.21,44,15.0013,8,37,45
40636.91667,2,0,0,1,16.4,20.455,43,7.0015,7,29,36
40636.95833,2,0,0,1,16.4,20.455,50,6.0032,9,22,31
40637,2,0,1,1,16.4,20.455,50,15.0013,1,5,6
40637.04167,2,0,1,1,16.4,20.455,56,23.9994,7,4,11
40637.08333,2,0,1,1,15.58,19.695,66,16.9979,1,1,2
40637.125,2,0,1,1,15.58,19.695,66,19.0012,1,0,1
40637.16667,2,0,1,1,15.58,19.695,71,19.9995,1,1,2
40637.20833,2,0,1,1,16.4,20.455,62,16.9979,0,7,7
40637.25,2,0,1,1,17.22,21.21,58,19.0012,3,43,46
40637.29167,2,0,1,2,18.04,21.97,54,16.9979,7,150,157
40637.33333,2,0,1,2,18.86,22.725,55,19.9995,31,308,339
